ID	String 1	label
4308	Empty the clear path to heaven crowded the dark road to hell	0
3732	I love my boyfriend very much but I think it could be better	0
316	elevators may bring you down but to me they re very uplifting	1
4458	Present to the eye present to the mind	0
132	a grenade thrown into a kitchen in france would result in linoleum blownapart	1
1770	she wanted the large estate quite badly but she dared not mansion it to her frugal husband	1
3209	The children are missing school We want to go home	0
1494	dentists don t like a hard day at the orifice	1
4141	Why we sleep and what happens when we don t	0
1667	breeders for lab science animals are definitely part of the rat race	1
299	i got a small ticket for speeding it s fine with me	1
137	when the pharmacist found out her husband was having an affair it was a hard pill to swallow	1
3857	I know a few in Texas Where are you located City	0
4284	Clumsy birds have need of early flight	0
1180	i m going to the guillotine at dawn and my wife has already collected my severance pay	1
4588	In times of prosperity friends will be plenty In times of adversity not one in twenty	0
616	i kept failing to get a job as a butcher because i couldn t just make the cut	1
2124	capon is the main ingredient of chicken castratori	1
3477	I haven t gotten it but I m still fighting	0
1059	what is a lumberjack s favorite month septimber	1
5	when the window fell into the incinerator it was a pane in the ash to retrieve	1
2324	i got my child to sleep last night by just repeatedly saying bursary it was the only nursery rhyme i could think of	1
4327	Great blessings come from heaven small blessings come from man	0
1493	did you hear about the tire dealer that had a blowout sale	1
4375	It is easier to know how to do than it is to do	0
4331	Habits are cobwebs at first cables at last	0
2071	the fisherman kept bragging about the big fish he caught but he would not be very pacific about where he caught it	1
4090	The coffee chain said would now pay more taxes to Britain but not how much more	0
3554	Here I ll teach you Look at my picture Now look into my eyes	0
3598	Put hot water a tissue paper and put hot water on it	0
703	the linen shop gave their employees free bedding even their accountant had his own handmade spread sheet	1
369	the telegraph operator who accidentally sent the same message twice was remorseful	1
1128	strippers are bad investors as they tend to lose their shirts	1
2009	as i revived her using mouth to mouth resuscitation in spite of my lisp i couldn t help noticing her beautiful breaths	1
4714	If you understand everything you must be misinformed	0
4637	The only truly dead are those who have been forgotten	0
414	my rechargeable batteries are revolting	1
3236	But they said it didn t stop the market from testing higher levels again	0
211	why did the pig quit running the marathon he had a problem with his hamstring	1
2396	the headmaster removed the schools central heating he wanted to turn it cold school	1
2370	every november mark a member of mensa wishes his peers happy thinksgiving	1
2493	My dad is staying home today and I wanted to stay with him	0
3838	I don t know the answer but I think you a decent person to at least be nice to you	0
4302	Easier to rule a nation than a son	0
4335	Have a mouth as sharp as a dagger but a heart as soft as tofu	0
3609	You must make something attractive to make your self popular for all the students	0
1710	what is it called when legolas takes his own picture an elfie	1
1646	he would promise to play golf but he didn t know how to follow through	1
940	i used to be afraid of purchasing residential property for the purpose of renting but now i have an apartment complex	1
1451	if a dog was computer literate would his bark be worse than his byte	1
3910	don t use a real estate agent That s 6 of the cost of the house you ll save	0
3562	Why did you have to post your question in the Valentine s section	0
3885	You have to have trust and faith Those are the only two factors that will let you know	0
713	the diners were fully sated unaware that the wurst was yet to come	1
4661	The tongue is more to be feared than the sword	0
1078	the woodcutter stretched every morning before starting work he was a limberjack	1
3275	The president gave no explanation of the move the radio said	0
3521	do just like the high paid weather people do put your head out the window	0
4095	After decades a local family is leaving the famous home and it will be turned into a museum	0
361	what do you call a pig in a rickshaw pulled pork	1
3151	She wanted to know what to get my boyfriend for Christmas	0
2399	romance isn t a science it s a heart	1
2343	the string quartet drank and played furiously through the night and then passed out but that was a foregone conclusion	1
779	ever since the mayor s ban on flammable liquids fewer arsonists have benzene around town	1
4002	The best way is to ask her You may be surprised to find out she may like you too	0
890	the cheap eye surgeon was always cutting corneas	1
1270	a lot of dieting is wishful shrinking	1
796	a patient came running to my psychiatry office screaming i m a teepee i m a wigwam i told him relax you re two tents	1
2617	I spent a lifetime with this mystery at my core	0
4345	If wishes were horses beggars would ride	0
2118	did you hear about the father that was difficult to see he was transparent	1
2345	the guitarist was a very capo ble player	1
519	when the man was shot with a bb gun the case ended up in a pellet court	1
2505	He turned on two of our cars while we were trying to pursue him	0
2487	If the doctor told me I didn t have to wear it anymore I d throw a party she said	0
936	i was caught studying the periodic table in english class it was an elementary mistake	1
351	when the waiter spilled a drink on his shirt he said this one is on me	1
2230	a primitive tribe known as the inno had no money until they reached the age of inno cents	1
1733	the saying of a former vice president is know as an algorithm	1
365	two florists got married it was an arranged marriage	1
2072	the fellow died before he was able to write his estranged daughter out of the will death before disown her	1
3972	Go to the site below I did it It s great There is a whole community of us out there	0
4818	There s nothing like having the key of the fields	0
2629	They re getting so old and I wonder How about me	0
2807	It did not say what could have caused the blast	0
1015	a man threatened to jump off the side of a building alledgedly	1
1081	the weather bureau is an umbrella organization	1
1087	the sad dentist looked down in the mouth	1
2175	the author in northwest alaska used a pen name it was a nome de plume	1
4470	Rivers and mountains may change human nature never	0
744	length times width times height speaks volumes	1
686	things made in australia are high koala ty	1
3827	I didn t have any problem doing that with a household knife with mine	0
677	when a neurologist relocates does he change his mind	1
3630	Have a friend see if she is interested If so ask away Have fun	0
2602	A lot of people have been helped even at this late stage of the game	0
725	some people really enjoy blowing air out of their lungs i m not a fan myself	1
3938	How do you know your friend is going Or is he she already there	0
3559	If the guy likes you he ll go out of his way to be around you and talk to you	0
1536	when traveling in the bermuda triangle look danger square in the eye avoid falling into the dreaded trapezoid and that graveyard of the sea the wrecktangle	1
1414	making up puns about the finest soil is the loess form of humor	1
3909	search free public records some are free in certain states	0
2645	As of today he said the students had yet to return	0
1235	dead languages have to be encrypted	1
3944	by enjoying the lack of evil around me he s always present	0
37	no one knew she had a dental implant until it came out in a conversation	1
4694	The day you decide to do it is your lucky day	0
3171	If I thought this would make it difficult for the family I wouldn t do it he said	0
3964	fresh ground beans and you need a great coffee maker	0
4465	Rein in the horse at the edge of the cliff	0
1236	cottage cheese diet eating your curds and weigh	1
4351	If you bow at all bow low	0
2728	We just didn t like the idea of them taking it away from that guy after all of his work	0
1715	two rites make a wrong where bigamy is concerned	1
1037	while i was repulsed by cpr i didn t have the heart to tell the medic	1
2244	those who find bargain antiques like to junk for joy	1
4487	The tongue ever turns to the aching tooth	0
2033	when the rubber market bounced it was latex news	1
3951	I guess you could wear what the cool kids wear	0
4123	Our bodies start out symmetrical but then things start moving How this happens and how it can go wrong is a rich field of study	0
3141	I came off a dairy farm and came into this industry and this industry has been good to me	0
3274	I ve been talking a great deal about that lately but tonight isn t for arguments and I m going to hold my tongue he said	0
458	i always believed my body was a prison for me i was right in biology i learnt they were made of cells	1
3082	All I need to know is that I ve tried hard and did well	0
4257	A smile will gain you ten more years of life	0
955	i knew i d passed my thermodynamics exam when the people who mark the degrees centigrade	1
924	my grandfather manufactured waistcoats you might say he had a vested interest	1
3537	Go back to school and learn some grammar before you do anything else Then give more information as to what you are looking for in the field of work	0
3365	If you want we can give you a pill here in the office before the trip	0
3605	if you feel right for each other if you feel happy no matter what	0
1342	the inventor of a hay baling machine made a bundle	1
1789	my friend is moving to seoul he thought it would be a good korea move	1
338	after periodic doubts about his vocational calling the young chemistry teacher concluded he was out of his element	1
1507	a sea captain navigating through a narrow channel was in dire straits	1
574	some moss took a lichen to a tree	1
2104	i had a tough time working as a garbage collector because of miasma	1
3196	He has to give the law a chance to work	0
719	the bowler preferred to enter and exit his apartment via the fire escape because it was right down his alley	1
1195	if you make candles you are going to need a lot of paraffin alia	1
4390	Make sure you leave some fat for the other side	0
1074	this is the best guy i ve met to date	1
305	i d tell you a joke about a cow but i always butcher it	1
1965	married hang man were the best at their job they knew how to tie the knot	1
2157	the vatican s supplier of duck eggs is elected by sacred balut	1
1936	the fruit farmer is berry competitive in his field	1
3052	We ll see how the process works and some of the motivations behind it he said	0
2670	It looked clean it smelled clean but it was dirty	0
4016	A release date for his suit collection hasn t been released yet	0
1288	when the plant couldn t absorb water properly he sought a xylem	1
1150	one minute i m sure i want to buy a motorbike the next minute i m sure i don t want to it s a vicious cycle	1
2011	a person who would make a banking joke is of no account	1
1553	those who live near the international date line can easily pass the time	1
376	the race horse went lame early it was the first out of its gait	1
2630	After this drop in price it might become attractive to them to enter the market	0
2826	There s very few on the road today but they are for sale out there he said	0
3442	The cause of the accident was not immediately known and the government ordered an investigation	0
4019	Practice Practice Practice pitch a ball every day and it gets better and better	0
4549	Sticks and stones will break my bones but names will never hurt me	0
2300	what do hedgehogs eat for breakfast prickled eggs	1
4457	Practice no vice because it s trivial neglect no virtue because it s so	0
963	if they ever have a contest for the best looking mannequin there will be stiff competition	1
1032	workers in an upholstery business demanded a wage hike to cushion the high cost of living	1
1856	a waiters union representative is call the chop steward	1
3687	If the trees aren t too big you can put a net over them	0
4527	The noisiest drum has nothing in it but air	0
547	the queen s favourite chef was knighted sir loin	1
793	a pun spun with a good yarn gets fabricated	1
1501	bakers have a great knead to make bread	1
1572	the jeweler pinned his hopes on broaching the argument first	1
4230	A bit of fragrance always clings to the hand that gives you roses	0
4619	Don t open a shop unless you know how to smile	0
1269	a man who cannot read the sign that warns people from throwing garbage on the ground is illiterate	1
628	hey chad kenya shake djibouti while dancing the congo	1
422	i wrote a song about small burrowing animals i decided it was time to gopher baroque	1
330	a plumber s pipe dream was to tap all his resources to become multifauceted	1
2542	There s times when I did not want to live	0
1495	cheddar is as gouda cheese as any american could wish for and while we edam all that is something one could never provolone	1
2768	And that s about the best answer I can give	0
3564	Well why do you want or need a cell phone If you need other people to make up reasons for you you probably don t need one	0
2924	The post office fire station city hall and a school were all destroyed he said	0
4507	You never miss the water till the well runs dry	0
1763	telescope owners are starry eyed	1
1713	weather forecasters have to have lots of degrees	1
1139	pythons go to great lengths to kill their prey	1
4281	Ceremony is the smoke of friendship	0
4805	The family you come from isn t as important as the family you re going to have	0
2731	But the current one says he s not bored yet	0
2294	a bunch of robins followed the priest wherever he went birds of a father flock together	1
710	the electrician worked hard to get in shape so he could perform with circuit soleil	1
3155	I m a guitarist so this is more what I want	0
1101	the lawyer had trouble with the fine print on some documents so his doctor suggested contract lenses	1
4692	The absent get further off every day	0
832	what kind of tree grows on your hand a palm tree	1
4251	A reed before the wind lives on while mighty oaks do fall	0
4415	Never try to catch two frogs with one hand	0
356	when i go to west africa i m ghana make sure togo to mali and then i can say i ve benin timbuktu	1
3200	He said that he does not like wearing a tie and that his casual clothes make it easier to communicate with students	0
1013	a man who wanted to sing in church was wondering if he should inquire	1
493	a man was found dead in a vat of falafel condiment police are treating it as a hummuscide	1
3129	My show is going to be more reflective of America	0
4440	One should be just as careful in choosing one s pleasures as in avoiding calamities	0
1245	before he was hired as a short order cook they grilled him	1
69	the new weed whacker is cutting hedge technology	1
1514	an electrician s work is well grounded	1
1313	those who sell scales in shady deals don t want to give anything a weigh	1
4446	Paper can t wrap up a fire	0
2219	did the electrician want to solve the problem yes some would say it infused him	1
4178	A birth control pill designed to eliminate the monthly period may hit the market soon	0
4205	That depends on the condition of the rest of your home	0
1618	i think i screwed up with the construction i couldn t nail it	1
2854	The librarian said there are no records of who borrowed the book	0
3709	when you choose the best answer you get a chance to write a little note	0
3222	We meant to change a nation and instead we changed a world	0
1535	why are the white house staffers a sad lot because after being bushed for eight years they can now look forward to being either baracked or cained	1
175	i only listen to waltzes 3 4 of the time	1
981	he carried the rum above his head because he needed to lift his spirits	1
3006	We re just here to play a little music not watch me throw up	0
826	when he spilled coffee on her shirt she showed him dis stain	1
4427	Of all the thirty six alternatives running away is the best	0
1670	at first the paratroops didn t obey orders but finally they fell in line	1
3694	I didn t know Indian girls women were different than any other woman	0
1254	aspiring physicians go to college and get indoctorinated	1
2795	I m a new man in my way of thinking my attitude toward life and everything	0
3180	This is a job I always wanted to do he said	0
4061	Your school s library is a good place to start	0
3635	There is no way to make yourself have your first period It will come when the time is right	0
3992	Go to a bank You can check the information on line	0
764	i dropped a tub of margarine in the kitchen and ended up with a parkay floor	1
4631	Prepare your proof before you argue	0
1600	never argue with your doctor he has inside information	1
1292	when the first telephone rang it was alexander graham s bell	1
1702	when the aztec warrior was about to be punished severely he was so sad he was disheartened	1
2	i don t trust these stairs because they re always up to something	1
800	after the lawyer flushed the toilet it went to the suer	1
786	bauxite refining is a secret carefully guarded by the aluminati	1
2465	Someone asked me what was the best part of the whole case	0
2743	Little did I know that it was cool not to do it	0
4749	A lass that has many wooers often fares the worst	0
1047	when i was a carpenter i specialized in installing bathroom fixtures i am very proud of all my vanities	1
864	the psychotic florist created many flower derangements	1
674	when a woman returns new clothing that s post traumatic dress syndrome	1
3037	I don t think there is any attachment to the Irish he said	0
2961	But we don t know any more than that he said	0
2278	for those who live in the land of ice it snow problem	1
4454	Plan your year in the spring your day at dawn	0
3508	All you can do is talk to her and ask her out If she says no it wasn t meant to be	0
3079	The justices were told that 10 other states have similar taxes	0
4573	He that seeks trouble never misses	0
238	the reason for the mysterious fog near cape cod is hazy but when it disappears it won t be mist	1
2570	And they were here a long time before us and they will be here a long time after we are gone	0
427	i ve stopped gluing formica to particle board it was counterproductive	1
2650	She should not be taken from her children he said	0
2239	when the inept actor tried to steal a farmer s omelet with greens the ham was collard in short order	1
2214	guerrilla warfare is more than just throwing a banana	1
204	a handlebar mustache may look ridiculous but symmetrical eyelashes are even cilia	1
923	my mate swallowed a cordless vacuum cleaner they took him to hospital and he is picking up nicely	1
240	the price of the big fan blew me away	1
1540	when my husband asked me if i wanted a new alarm clock i said i was set	1
3545	Why make war when making love is so much better	0
3335	We kept asking George to do it over and over again	0
1927	the mafia decided to include beauty salons in their business and started a campaign of blacknailing	1
3214	We were talking when I heard a noise and saw a flash	0
670	when i had my playstation stolen my family were there to console me	1
3147	I also wanted to make sure that some of the issues in the movie didn t get clouded	0
4195	A recipe for salad with stone fruit blue cheese and chicken skin	0
694	the railway had a safety problem but tried to cover its tracks	1
1023	after my ear operation i feel sound	1
2855	After that attack was repulsed the military tried again today	0
1044	when people first heard of the abs it was braking news	1
366	two coin collectors got together for old dimes sake	1
4590	It is an equal failing to trust everybody and to trust nobody	0
1140	purchasing land in baton rouge won t bayou a thing	1
4328	Great business is good to sit and sip this glass is better	0
259	successful dieters might win the nobelly prize	1
2849	It is now your turn to sell it on a bargain shelf he wrote	0
2760	But he added whether there is something else that can be done we ll see	0
3520	The other item that will clean it believe it or not is brass polish	0
1214	he is an excellent soup maker you might say he is consomme professional	1
163	my dog swallowed my engagement ring i ended up with a diamond in the ruff	1
3775	The big eager smile should tell you everything you want to know	0
1583	the diet industry enjoys a heavy bottom line	1
264	she was only a whisky maker but he loved her still	1
385	the king never let any of his personal musicians go swimming immediately after eating for fear that they would get minstrel cramps	1
1943	the cartoon animator felt imprisoned by his job he could not free himself from his cel	1
3295	The players were very very excited before and during the game	0
3644	If there is no chance that you will see him again then you don t tell him You just get on with your life	0
701	the medical term for owning too many dogs a roverdose	1
4326	Grass fears the frost frost fears the sun	0
3405	It s better that they don t tell you these things until you re on the ground	0
272	opening a new funeral parlor can be quite an undertaking	1
2533	But I ll be able to give you a better answer in five years	0
4299	Dream different dreams while on the same bed	0
1395	old politicians never die they just get devoted	1
277	never hire a depressed exorcist they re not very good at lifting spirits	1
1151	no fault insurance does not cover earthquakes	1
4325	Govern yourself and you can govern the world	0
1886	you pay your psychiatrist with a sanity check	1
1446	if you don t fix the plumbing for your shower properly you could be in a lot of hot water	1
4147	If you ve put off making plans for the big game here s a look at some of the ways you can join the fun	0
4688	One written word is worth a thousand pieces of gold	0
1094	the naked wood company gets a lot of unfinished business	1
2975	The people would never accept or tolerate anything else he said	0
2513	I don t think that anyone can blame the kingdom if the contract is broken	0
3380	What we want to do is help those areas that aren t doing as well to help themselves	0
964	if money talks why do we need bank tellers	1
3861	To get a guy to like you that is right for you just be yourself	0
179	i m reading a book about mazes i got lost in it	1
2823	We re trying to do all we can to work through this situation she said	0
2358	my father slept under the bed i think he was a little potty	1
2404	if you give your sweetie pretty flowers will she turn on her flirty powers	1
3586	Well then when you drop off your daughter or pick her up just stop him and ask him out or give him your number	0
1952	skydivers have to make sure the terra they land on is firma	1
105	it s raining cats and dogs well as long as it doesn t reindeer	1
999	dentists practice by going through many drills	1
488	a thousand dogs were stolen from a pet shop on saturday police say they have no leads	1
1341	the inventor of glass decided to see it through	1
3456	All of this thing I have asked everybody to look into this for me he replied	0
2041	when bottled water is cheap it s called a liquidation sale	1
2425	When crack arrived in other cities like New York murder rates went up there too	0
4151	All it took to open this college town spot was for the chef to win a national contest	0
2019	a group of physicists is called a nucleus	1
3287	But their parents say they ll continue to fight the order	0
3509	How old are you and how old is the lady you are interested in	0
1602	my friend came around for dinner we ate for 20 minutes then he fainted again	1
1157	my favorite rapper is the easter bunny he s really in to hip hop	1
3016	He only has to look at his brother to remember	0
1052	when computer programmers are hungry they take mega bites	1
1149	on organic farms they till it like it is	1
1762	that s a terrible cough you ve got consumption be done about it	1
2534	It s a chance to show everybody what true love is about	0
2945	It didn t rain anymore after the tornado so not a lot of homes were water soaked	0
1994	food that goes rotten while being transported to the store is un pallet able	1
3030	What they do is often at odds with what they want	0
1225	everyone in the family knew that they had to join the spy agency it was a clan destine operation	1
68	the patron saint of poverty is st nickeless	1
2042	what is the favorite game on navy ships seaman says	1
1555	the word ovine means just like ewe	1
4181	A strong game with a frying pan is a good way to improve your cooking But remember always keep an eye on the heat	0
1660	due to censorship prison messages are often taken out of context	1
2573	When asked about women s rights a peasant woman in the rural south asked What is that	0
1548	was noel coward afraid of traditional christmas music	1
4435	One family builds the wall two families enjoy it	0
975	he was teed off with his bad start driving the ball almost beyond the green but he was able to putt it behind him	1
76	the coffee tasted like mud because it was ground a couple of minutes ago	1
2340	we are all speaking american is this a country diction in terms	1
1560	the study of genealogy is a basic requirement for a descent education	1
4472	Scholars talk books butchers talk pigs	0
2004	bike sales go in cycles	1
4517	The Devil s children have the Devil s luck	0
1899	vines are extremely short tempered they snap at the slightest wind	1
2830	But I still think there is higher inflation ahead perhaps in spite of this report and not because of it	0
2736	We were quite surprised but not that surprised because she s done these kind of things before	0
1948	the angry chef felt sheepish after he had lambasted the mutton	1
1255	a small pirate ship is called a thug boat	1
1728	the washrooms in a seafood restaurant were labelled buoys and gulls	1
3662	Don t show up again or just tell your boss I quit	0
4073	Don t worry we men can hurt girls very easily especially if we don t mean it	0
2057	the soap eating cult was swallowing lyes in search of the truth	1
3338	He added that he wants them to be on the record as much as possible	0
1911	the spaniard s wife was always up before the don	1
3608	Go to My Computer add or remove programs look for it and remove it	0
618	i just bought a pair of bad frequency shoes i keep doppling over and my foot hertz	1
1310	trying to steel himself al attempted to iron out his business problems but was a little bit rusty	1
3926	Go to each star ask its name and then to the next star ask its name and note it down	0
2117	did you hear about the two wall street financial hot dogs that got on a roll	1
4604	Gray hairs are death s blossoms	0
4578	He that will thrive must first ask his wife	0
3253	There are a few favorite windows I have up there that I like to stand and look out of early in the morning	0
4723	We may give advice but we cannot give conduct	0
846	they met in cooking class it was boil meets grill	1
4322	Gold is tested by fire man by gold	0
300	i got a gold filling and put my money where my mouth is	1
4379	It takes little effort to watch a man carry a load	0
1732	the short order crook poached his eggs shaved his chocolate welched on his rabbits and even his pastry was stollen	1
4068	you can t part of the test is hands on to pass	0
874	the mathematician did not practice safe six and ended up with a binarial disease	1
2265	my friend said there s a lot of gold in those hills i replied that s a load of bullion	1
2164	the philosophy student got an f the day he forgot to turn in his hume work	1
2110	he had trouble in his new job making tents and got himself into a flap	1
2580	One shows a little girl in a hospital bed surrounded by stuffed animals	0
2471	He didn t know where he was how long he was out there or what day it was	0
3888	I have a job a car and don t live off my parents	0
3010	I wonder what he would have been like back then and I wonder if I would have even been around with him back then	0
3654	To get rid of an angry boss you get another job	0
1898	what did the minister say to the underdressed layman no shoes no shirt no service	1
1079	the wolf tried to sing but he didn t know howl	1
850	the vegetable never taken aboard ship is a leek	1
228	though humble in secular matters the minister had an altar ego	1
2085	promiscuous is the greek goddess of liberal favors	1
4601	Fools build houses and wise men buy them	0
2994	People are already making a big line to fix their papers and leave	0
4788	Cover up the pot there s an eel in it	0
2777	There s not too many people who have that combination	0
1914	the recent graduate of law school took a field trip to an automated warehouse to finish up his bar code requirements	1
1699	when the sun and the planets die one person will receive the whole inheritance their lawyer convinced them to pursue a sole heir system	1
1048	when it comes to drinks citrus fruit juices are always in the limelight	1
235	there was a shootout in the gap there were many casual tees	1
1751	the fisher said he liked the sea on the surface of it	1
3447	My problem is I want to do everything she said	0
2039	when my father took the whole bannister down including the newel he deleted the post	1
1347	the first drinking establishment in alaska was a polar bar	1
1811	i just got back from my vacation along the northern oregon coast and have i got astoria or two to tell you	1
297	i know a rancher who has 100 head of cattle but he thought there were only 99 until he rounded them up	1
2216	for relief during cosmetic surgery they use an aesthetic	1
4210	Even a tiny espresso cup can make a design statement	0
2185	johnny got his leg cut off in an accident he s walking it off now	1
4629	Never trust people who tell you all their troubles but keep from you all their joys	0
353	when the gunman walked in he turned the store into a flee market	1
3967	well someone figured out that the internet was getting big and decided that it was a way to make money	0
1775	politicians get onto the merry go round and then put a spin on it	1
3610	check the cards site or call the number on the back of it	0
856	the science teachers broke up because there was no chemistry between them	1
1917	the port was very beautiful the sailors said it was haven on earth	1
2625	It makes us feel like we re doing something right	0
3629	brush and condition your hair a lot i know because my hair hates me	0
2518	It s a personal best it s me against me	0
1554	those that fight the irs think the government is funded by attacks on income	1
2355	people who see a psychiatrist should get their head checked	1
2287	as he sat in the commissary enjoying his kung pao cheesecake the ceo wondered if his outsaucing policy had gone a bit too far	1
972	how does a card player party they shuffle	1
419	little jimmy told his teacher he never saw a humming bird but he had watched a spelling bee	1
411	people who teach drivers education are roads scholars	1
2101	i play all the chords bar one	1
4630	Never trust the man who tells you all his troubles but keeps from you all his joys	0
3573	if you know there full name go to any who com	0
791	as the carburettor chuckled to the air filter i guess the choke s on me	1
1317	the waiter was shocked when i asked for my salad to be served naked i explained no dressing please	1
1693	yukon dream of living in the north but it isn t worth aleutian sleep about it	1
1647	he went on a cheese diet in order to cheddar few pounds	1
657	an optometrist told his patient it appears your vision is improving really replied the patient must be the luck of the iris	1
2031	which illness are witches most prone to crone s disease	1
4728	If you find yourself in a hole the first thing to do is stop digging	0
4699	Even a thief takes ten years to learn his trade	0
4758	A man s ruin lies in his tongue	0
943	i think my dad was frightened when he started using rogaine he said it was a hair raising experience	1
3574	What black box Can t you just take it out	0
1656	having my hair cut for free is the only fringe benefit i receive	1
1036	why did the latin student end up being a bachelor because every time he was asked to conjugate he declined	1
1703	when some coins fell into the batter it turned out to be a rich cake	1
503	after a cold winter will deciduous trees be releaved	1
320	did you hear of the story about the tornado there is a twist at the end	1
3375	People around the nation he said will know who we are now	0
2174	the best way to make a baseball bat is to carve it by hand using a machine is just lathe y	1
1311	to disparage the wind is disgusting	1
954	i met some cult members who worshiped soup serving utensils i said oh ye of ladle faith	1
4388	Kill a chicken before a monkey	0
2299	when cooks are in the soup they don t like to eat humble pie	1
4116	New research shows that men and women feel more stressed out at home than when they are at work	0
2146	worried about smog politicians aren t breathing easy yet	1
4716	It is a beggar s pride that he is not a thief	0
40	jill broke her finger today but on the other hand she was completely fine	1
1832	getting to the second floor of the leaflet warehouse required a circular staircase	1
2623	This way you can come home from work or get up in the morning and put a tape on	0
3111	Hotel was never my favorite but I knew it was going to last for a long time	0
2161	there is rarely a sale on beer because the demand is always high so there s no need to create a buzz	1
454	if children were allowed to dig for coal would they still be miners	1
4615	Don t be too sweet lest you be eaten up don t be too bitter lest you be spewed out	0
722	the agreeable tennis umpire was generous to a fault	1
2448	You make a thick chapter in the history of America under your name	0
2155	they owed me a lot of money for the new house i billed them	1
3869	a vacuum toilet when he sits on the throne a vacuum pulls whatever in or down	0
3282	I only meant for example Go throw yourself against a wall	0
3027	But the other member was on balance either in the same place or not doing too well	0
4394	Man fools himself He prays for a long life and he fears old age	0
2377	after getting a hot dog from a vendor i asked can i have more onions he replied no that s shallot	1
681	tubal ligation can get knotty but lobotomy is a no brainer	1
1100	the loch ness monster eats fish and ships	1
2776	It doesn t put all your eggs in one basket	0
702	the meat truck took a long time to deliver because of the jerky ride	1
1825	he sold large bullets and acted like a real big shot	1
1397	my uncle refused to obey his controlling wife proving to be most defy aunt	1
4107	Do you think job candidates are willing to work for three months on a contract before being hired full time	0
1112	the dairy farmer while milking his cow strained his calf in the process	1
652	a pyrotechnician should know how fireworks	1
4111	A view of the day in sports including a golfer s image and hockey players practices	0
2892	But water filled the holes about 10 feet under the surface	0
1110	the doctor couldn t transfer the organs because he didn t have the guts to do it	1
3512	you can ask your neighbors or mom if they need anything extra done and set a price	0
4149	The general manager of a hotel and golf course in Scotland offers advice for the courses to play and how to get on them	0
3174	If convicted he could be sentenced to life in prison	0
529	what do you call a musician who steals sheet music a clef to maniac	1
3005	That s part of the fun in a sick little way	0
3265	They re no longer in the back of the bus	0
1388	packing up and relocating to a new home can be a moving experience	1
413	my wife uses a kitchen implement to shred garlic and parmesan cheese which i hate it really is the grater of two evils	1
937	i was about to have an affair with amanda lynn but there were strings attached	1
1184	i got lost in the streets of paris he said ruefully	1
2842	It s very rare to have someone with five good organs	0
3921	Don t change people they can change on their own Just move on You ve got your whole life to look	0
3044	Some people never have anything by themselves in their lives	0
4032	do a search for plumbing related terms and you ll be on your way my good man	0
3206	We all sleep in one room with a fire or we will freeze to death he said	0
711	the dress didn t feel right it was sarong	1
3795	i just throw the shirts away and buy new ones	0
2647	There is no decision to crack down on either side	0
3475	Who wouldn t be stuck out here like this 24 hours a day	0
3600	I have a feeling if you re honestly asking this question you re too young to know the answer yet	0
1945	the boxer wasn t a good comedian he can t find the right hook	1
564	the british cannibal enjoyed snacking on fish and chaps	1
2586	They asked if my husband was inside or not and they came in and shot him she said	0
3904	Why did you wait until the last minute to start studying	0
746	i went to the theatre it looked a bit suspicious i reckon the whole thing was staged	1
4635	Rejoice not at thine enemy s fall but don t rush to pick his up either	0
655	a photographer was great at botany because he knew photo synthesis	1
3994	Short of sex all you should do is just be with him all the time but give him his space so he can breath	0
323	cryptographers make terrible drummers they just sit there fascinated by all the cymbals	1
3014	I think it s related to the need to be in control of one s life	0
2806	They are not learning the survival skills they should be learning	0
1137	sawyer was a carpenter and often counter productive	1
2579	We hope eventually people will get rid of it but a lot of people just coming to work here still own something made from an animal	0
425	i was studying in an apiary class this resulted in me receiving a bee on my exam	1
4638	What you don t see with your eyes don t invent with your mouth	0
4176	We Americans already know how fat we are Can it get much worse	0
1947	the author s lawyer defended her rights in the book case	1
4137	Is a wound more likely to get infected if it gets wet	0
2884	I don t think that every flight attendant group goes through the situation is going to walk off	0
4220	Should a temporary wall in an apartment be taken down before a sale	0
600	i ve planted part of a riding whip i m hoping for a nice crop	1
1798	i went to cairo but i don t remember if i saw the river or not i wonder if i am senile	1
4515	The cat has nine lives three for playing three for straying three for staying	0
2758	I came to office to make the state a safer place to live	0
4267	Abroad we judge the dress at home we judge the man	0
1038	when you re wearing a watch on an airplane time flies	1
783	did delaware her new jersey i don t know alaska	1
1268	a man who kept stealing mopeds was obviously a cycle path	1
4625	If you can t go over you must go under	0
3587	Go to your local state teaching hospital ask for the dental school and you can have better teeth than the rich and famous	0
2457	I don t plan that far ahead he said with a smile	0
121	greengrocers earn a meager celery come home beet and just want to read the pepper take a leek turnip the covers endive into bed	1
778	for the orthodontist visit the boy had to brace himself	1
984	gossipy monkeys are blab boons	1
3443	No one even tried to count the number of horses lost	0
3297	The truck and its load of used cars were destroyed	0
745	kings worry about a receding heir line	1
4467	Rich men accumulate money the poor accumulate years	0
2700	He said that when people hear the name the car rather than the computer product might come to mind first	0
1764	some scientists who study our genes are so busy they do it on the fly	1
3461	I m still the chief executive officer and I m not going anywhere she said	0
3406	The two men wound up calling police who let them out about an hour later	0
1171	it took the replay analyst a long time to cut his grass he did it in slo mow	1
2540	He was the best and I hate to see it go away	0
1425	i stink at fractions i m not half as good as the class	1
176	i once thought about cloning a new more efficient brain but then i realized that i was getting a head of myself	1
3836	How can anyone tell you how to get there if you don t say where you are going or what the name of the place is	0
